0,0,DO0RUIWVPtPxC0caLnv459CG0UQ=,zD+vwzGUDfTDifrXC6ytujsxIQY=
0,1,DO0RUIWVPtPxC0caLnv459CG0UQ=,zD+vwzGUDfTDifrXC6ytujsxIQY=
0,2,j908d6OyZe8tMUp9Tk88Q9YTo9w=,zD+vwzGUDfTDifrXC6ytujsxIQY=
0,3,j908d6OyZe8tMUp9Tk88Q9YTo9w=,zD+vwzGUDfTDifrXC6ytujsxIQY=
0,4,j908d6OyZe8tMUp9Tk88Q9YTo9w=,zD+vwzGUDfTDifrXC6ytujsxIQY=
1,1,j908d6OyZe8tMUp9Tk88Q9YTo9w=,5aGdqYKKypELWPaUW3GAahniD70=
1,0,j908d6OyZe8tMUp9Tk88Q9YTo9w=,5aGdqYKKypELWPaUW3GAahniD70=
1,3,j908d6OyZe8tMUp9Tk88Q9YTo9w=,G0S6ZcgQaYvV/7dkCeCjapv79no=
1,2,j908d6OyZe8tMUp9Tk88Q9YTo9w=,G0S6ZcgQaYvV/7dkCeCjapv79no=
1,4,j908d6OyZe8tMUp9Tk88Q9YTo9w=,G0S6ZcgQaYvV/7dkCeCjapv79no=
2,2,j908d6OyZe8tMUp9Tk88Q9YTo9w=,4NEyotRQIRFJwQraG6ies7BBpZI=
2,3,j908d6OyZe8tMUp9Tk88Q9YTo9w=,0kcYJzumVzvgtP3gHnOQFAtmHVk=
2,0,j908d6OyZe8tMUp9Tk88Q9YTo9w=,0kcYJzumVzvgtP3gHnOQFAtmHVk=
2,1,j908d6OyZe8tMUp9Tk88Q9YTo9w=,wT1vNIvYVEdUKv5BYQNXFfCmP2c=
2,4,j908d6OyZe8tMUp9Tk88Q9YTo9w=,06KNaTVGteCtE8z0gsKQLP8bntw=
3,3,j908d6OyZe8tMUp9Tk88Q9YTo9w=,TWmVzQ6USTYi5FU0m9jgzwqq6QI=
3,2,j908d6OyZe8tMUp9Tk88Q9YTo9w=,TWmVzQ6USTYi5FU0m9jgzwqq6QI=
3,1,j908d6OyZe8tMUp9Tk88Q9YTo9w=,Zetzr971ogHzAWXv9tWSJa9OETA=
3,0,j908d6OyZe8tMUp9Tk88Q9YTo9w=,Zetzr971ogHzAWXv9tWSJa9OETA=
3,4,j908d6OyZe8tMUp9Tk88Q9YTo9w=,TWmVzQ6USTYi5FU0m9jgzwqq6QI=
4,4,j908d6OyZe8tMUp9Tk88Q9YTo9w=,ueEe/jKZZX4o3c1/00A3XM1aJlk=
4,0,j908d6OyZe8tMUp9Tk88Q9YTo9w=,Zetzr971ogHzAWXv9tWSJa9OETA=
4,1,j908d6OyZe8tMUp9Tk88Q9YTo9w=,Zetzr971ogHzAWXv9tWSJa9OETA=
4,2,j908d6OyZe8tMUp9Tk88Q9YTo9w=,n9/nronfm8CbclmXx+jkUv+w8yw=
4,3,j908d6OyZe8tMUp9Tk88Q9YTo9w=,TWmVzQ6USTYi5FU0m9jgzwqq6QI=
